startup_id,name,website,city,country,region,primary_industry,industry_tags,industry_raw,description,founded_year,funding_usd,funding_raw,revenue_usd,revenue_raw,funding_stage,last_round_raw,team_size_min,team_size_max,team_size_category,team_size_raw,founders_list,investors_list
S0669,TERASS Inc,https://terass.com/,Tokyo,Japan,East Asia,Real Estate/PropTech,Real Estate/PropTech,Real Estate,"View contact profiles from TERASS. Popular SearchesTERASS Inc Terass株式会社terassSIC Code 73,737NAICS Code 51,513Show more. TERASS Org Chart. Phone Email.",2019.0,,,,,Series C,Series C,,,,,,
S0670,"Sharing Energy Co., Ltd.",https://sharing-energy.co.jp/,Tokyo,Japan,East Asia,CleanTech/Energy,CleanTech/Energy,Energy,"Sharing Energy Co., Ltd. develops and deploys residential photovoltaic (PV) systems to facilitate the integration of distributed energy resources (DERs) ...",2018.0,,,,,Series B,Series B,200.0,200.0,51-250,200 employees,,
S0671,Spectee,https://www.spectee.com/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software,SaaS,"Founder & CEO Kenjiro Murakami is the founder of Spectee Inc, which is focusing on Disaster Prevention by using AI-based data analysis. Under his leadership, thecompanyhas experienced significant growth with 1000 public and enterprise customers in Japan. Before starting hisbusiness, he worked at Ci....",2011.0,16700000.0,$16.7M,,,Series C,Series C,,,,,,
S0672,Space BD,https://space-bd.com/,Tokyo,Japan,East Asia,Real Estate/PropTech,Real Estate/PropTech,Real Estate,"Space BD is a space services company providing: - Launch brokerage and integration (SpaceX F9, PSLV, Japanese flagship launchers) - In-orbit ...",2014.0,31600000.0,$31.6M,,,Series C,Series C,,,,,,
S0673,Smooth (スムーズ),https://smooth.jp/,Tokyo,Japan,East Asia,Fintech,Fintech,Payments/Fintech,願いに近づく引越しを叶える 不動産賃貸契約にまつわる初期費用分割払いサービス「smooth(スムーズ)」の提供を行うスタートアップ。 「smooth」は、敷金・礼金・仲介手数料などの初期費用をあと払いにして引越しができるサービスである。,2019.0,,,,,,,,,,,,
S0674,Eco-Pork Co,https://www.eco-pork.com/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware,Hardware,"Eco-Pork is a technology company revolutionizing the livestock farming industry with cutting-edge software and hardware solutions. Our mission is to empower livestock farmers, other stakeholders, and businesses with specialized tools to improve efficiency, accuracy, and profitability. Whether throug...",2017.0,,,,,Convertible Note,Convertible,,,,,Akio Morita | Masaru Ibuka,
S0675,Ubiden,https://www.ubiden.com/,Tokyo,Japan,East Asia,EV/Mobility,EV/Mobility,EV/Mobility,Ubiden（ユビ電）は、「じぶんの電気」を取り出す新しいしくみ。 このしくみは、やがて地球の未来を大きく変えるだろう。 さぁ、いこう。 電気の未来を描いていこう。 ありったけの情熱とアイデアと、少しのユーモアをもって。 電気の未来を描くんだ。,2019.0,1000000000.0,$1B,,,Series C,Series C,,,,,Norio Yamaguchi,
S0676,PowerX Inc.,https://power-x.jp/,Tokyo,Japan,East Asia,CleanTech/Energy,CleanTech/Energy,CleanTech,"PowerX is a public company based in Minato (Japan), founded in 2021 by Masahiro Ito. It operates as a Manufacturer of stationary battery storage systems and related energy services. PowerX has raised $112M in funding from investors like Nippon Gases, SMBC Nikko Securities and Sompo.P...",2021.0,112000000.0,$112M,,,Series C,Series C,,,,,,
S0677,IVRy,https://ivrycompany.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML,AI,IVRy is a technology company that develops a cloud-based telephone interactive response service to maximize the value of human work.,2019.0,57900000.0,$57.9M,,,Series D,Series D,,,,,,
S0678,Insta360,https://www.insta360.com/,Tokyo,Japan,East Asia,Media/Entertainment,Media/Entertainment,Marketing/AdTech,"The company later developed integrated 360-degree action cameras, beginning with the Insta360ONE. Since its founding,Insta360has opened international offices in Los Angeles,Tokyo, and Berlin.",2015.0,30000000.0,$30M,,,IPO,Ipo,,,,,,
S0679,Human Life CORD Japan,https://humanlifecord.com/,Tokyo,Japan,East Asia,Healthcare/Biotech,Healthcare/Biotech,Biotech,We are pleased to announce that Human LifeCORDJapanand New York Blood Center Enterprises (NYBCe) have entered into a Memorandum of Understanding (MOU) to establish U.S.-based...,2017.0,,,,,Series C,Series C,,,,,,
S0680,Nexta.,https://nexta1680.co.jp/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware,Manufacturing,"Tokyo, Tokyo, Japan. obfuscated. obfuscation. Show More. Investments ... Series B - Nexta Logo. Series B - Nexta. obfuscated. obfuscation. Show More ...",2017.0,220000000.0,$220M,,,Series B,Series B,,,,,,
S0681,newmo,https://m.lokmat.com/,Tokyo,Japan,East Asia,Fintech,Fintech,Payments/Fintech,"TIER IV, the pioneer of Autoware, world's first open-source software for autonomous driving, has partnered with mobilitystartup Newmoto commercialize robotaxi services in Japan. Amid Japan'srapidly aging population, there is increasing urgency for commercial autonomous driving services to meet regio...",2024.0,137000000.0,$137M,,,Series A,Series A,,,,,,
S0682,Hacomono,https://hacomono.com/,Tokyo,Japan,East Asia,Fintech,Fintech,Payments/Fintech,"hacomonois a vertical Saa Sstartup, tackling wellness challenges in Japanby encouraging healthier lifecycles through technology. The company offers a platform that streamlines membership management, class reservation, and payment processes, and other digitized solutions in the wellness industry.",2013.0,4000000.0,$4m,,,Series C,Series C,,,,,,
S0683,Antway,https://antway.co.jp/,Tokyo,Japan,East Asia,EV/Mobility,EV/Mobility,Delivery/Logistics,"Antwayoperates a Japanesemeal delivery service that provides chef-prepared dishes to households weekly. By offering rotating recipes, the service aims to alleviate daily cooking burdens, promoting work-life balance.",2018.0,332500.0,$332.5k,,,Series D,Series D,49.0,49.0,11-50,49 employees,,
S0684,Lisse,https://www.lisse.jp/,Tokyo,Japan,East Asia,AI/ML,AI/ML,AI,"Lisse, astartupservicing AI-based contract reviews, raised 1.14 billion yen as the first close of its Series C round through a third-party allotment of new shares, led by MPower Partners Fund, with new investor Sansan, and existing investors Angel Bridge and BRICKS FUNDTOKYOas participants.",2018.0,1400000.0,$1.4m,,,Series C,Series C,,,,,,
S0685,Sanu (sa-nu.com),https://sa-nu.com,Tokyo,Japan,East Asia,AI/ML,AI/ML,AI,"Sanu (sa-nu.com) investors Japan Finance Tochigi Bank Tochigi,Japan Tokyo Star Bank Towa Bank Ltd. Yamanashi Chuo Bank See more",2019.0,175000000.0,$175M,,,,,,,,,,
S0686,Sakana AI,https://sakana.ai/,Tokyo,Japan,East Asia,AI/ML,AI/ML,AI,"Sakana AI Co, Ltd.is a Japanese artificial intelligence company based in Tokyo. Sakana AI's main research fields are evolution and collective intelligence of AI. The company's name is derived from the Japanese word さかな (sakana), which means fish.",2023.0,135000000.0,$135M,,,Series A,Series A,,,,,,
S0687,Canly,https://canly.store/,Tokyo,Japan,East Asia,Media/Entertainment,Media/Entertainment,Marketing/AdTech,"Information on valuation, funding, cap tables, investors, and executives for Canly. Use the Pitch Book Platform to explore the full profile.Canlyis a cloud based system to reduce management & operating costs in a retail store along with being in the media & advertising business.Where is Canlyheadqua...",2018.0,,,,,Seed,Seed,,,,,,
S0688,YOUTRUST,https://youtrust.com/,Tokyo,Japan,East Asia,Fintech,Fintech,Banking/Fintech,"YOUTRUST Co., Ltd. is a company that develops recruitment services. As a service, we operate ""YOUTRUST"", a referral recruitment platform for side jobs and job changes. Since we aim to be a platform where you can ""meet one person and hire one person,"" we intentionally limit the network to ""friends of...",2017.0,4099999.9999999995,$4.1M,,,Series C,Series C,,,,,,
S0689,CLAS Inc,https://clasleaders.org/,Tokyo,Japan,East Asia,E-Commerce/Retail,E-Commerce/Retail,E-Commerce,"A subscription service that allows you to freely and easily rent and exchange furniture, home appliances, and other interior items",2018.0,4000000.0,$4m,,,Series B,Series B,,,,,,
S0690,CRAIF,https://craif.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML,AI/ML,Craif株式会社 （クライフ、 英:Craif Inc.）は、日本の バイオテクノロジー 企業。 尿中に含まれる マイクロRNA の解析技術を基盤とし、がんに関連する検査手法の研究・開発および検査サービスの提供を行っている。 本社は東京都新宿区に所在する。,2018.0,39700000.0,$39.7M,,,Series C,Series C,,,,,,
S0691,"RevComm, Inc.",https://www.revcomm.com/,Tokyo,Japan,East Asia,Telecom,Telecom,Telecom,"""Rev Comm"" is a self coaching tool with the conversation intelligence platform for B2B sales teams. It helps knowledge sharing and self coaching to increase revenue by shining the light on sales conversations. Also, it helps to reduce cost dramatically by eliminating onboarding/training cost and ""Af...",2017.0,16700000.0,$16.7M,,,Series B,Series B,,,,,,
S0692,"SimpleForm, Inc.",https://www.simpleform.co.jp/,Tokyo,Japan,East Asia,Fintech,Fintech,Fintech,"Founded in 2020 and based in Tokyo, Japan, Simple Form, Inc., operates as a provider of solutions for automating financial and corporate survey processes.",2020.0,16900000.0,$16.9M,,,,,,,,,,
S0693,Hubble Inc.,https://hubblesite.org/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software,Software,"Developer of cloud-based software designed to help in exchanging, managing, and sharing legal documents. The company's platform automatically organizes and manages the history of created Word files, extracts and also traces changes or returns to previous versions while streamlining the management an...",2016.0,,,,,Series B,Series B,,,,,,
S0694,"FLUX Co., Ltd.",https://flux.jp/,Tokyo,Japan,East Asia,AI/ML,AI/ML,AI,"Tokyo-based AI transformation company FLUX announced that it will relocate its headquarters from PMO Shibuya II to Tokyo Midtown Tower on June 16, 2025, in response to its accelerating business growth.",2018.0,,,,,Pre-Seed,Pre-Seed,,,,,,
S0695,Jiraffe,https://jiraffe.co.jp/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software,Software,"Jiraffe Co., Ltd is a Technology, Information and Internet, Hospitals & Clinics, and Application Software company located in Tokyo,Tokyowith $14.00 Million in revenue and 4 employees. Find top employees, contact details and business statistics at Rocket Reach.",2014.0,30200000.0,$30.2M,,,,,4.0,4.0,1-10,4 employees,,
S0696,Asuene,https://asuene.com/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software,SaaS,​,2019.0,1800000.0,$1.8m,,,Series C,Series C,100.0,100.0,51-250,100 employees,,
S0697,CADDi Inc,https://caddi.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML,AI,"CADDideveloped and provided the “Manufacturing AI Data PlatformCADDi,” which analyzes and correlates all data in the engineering and supply chain of the manufacturing industry and extracts insights to advance all production activities and decision-making.",2017.0,38000000.0,$38M,,,Series C,Series C,600.0,600.0,251-1000,600 employees,,
S0698,Monoxer,https://monoxer-go.com/,Tokyo,Japan,East Asia,EdTech,EdTech,EdTech,"Monoxe is utilized in more than 3,400 classrooms nationwide, mainly in schools and cram schools. Since its establishment, Monoxer has been driven by the mission of ""Along with memory,"" dedicated to fostering innovation in the realm of memory, a crucial aspect of human intellectual activity.

​",2016.0,664900.0,$664.9k,,,Series B,Series B,,,,,,
S0699,Synspective,https://synspective.com/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware,Manufacturing,"Synspective Inc., founded in 2018, develops and operates Synthetic Aperture Radar (SAR) satellites and provides SAR data and analytics solutions. We aim to develop a constellation of 30 SAR satellites by the late 2020s, allowing us to create a new system that can observe changes anywhere on Earth. W...",2018.0,100000000.0,$100M,2380000000.0,$2.38B,Series B,Series B,,,,,,
S0700,Hacobu,https://hacobu.connpass.com/,Tokyo,Japan,East Asia,EV/Mobility,EV/Mobility,Logistics,"We provide the digital logistics information platform which connects all the stakeholders in supply chains. The platform has two layers: apps layer and platform layer. The apps layer includes apps such as dock scheduling, fleet management and freight brokerage. The platform layer provide the basic m...",2015.0,12000000.0,$12m,,,,,,,,,,
S0701,"hokan, Inc.",https://www.hokanbio.com/,Tokyo,Japan,East Asia,Insurance,Insurance,Insurance,"Founded in 2017 and headquartered in Tokyo, Japan, hokan, Inc. specializes in customer and contract management solutions for the insurance industry. The company ...",2017.0,1290000.0,$1.29M,,,Seed,Angel,,,,,,
S0702,Innovacell Inc,https://www.innovacell.co.jp/?lang=en,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware,Manufacturing,"Innovacell Inc is engaged in the development, manufacturing, and sale of regenerative medicine products for the treatment of conditions including fecal and ...",2021.0,2710000.0,$2.71M,,,IPO,Ipo,,,,,,
S0703,Polyuse,https://polyuse.xyz/,Tokyo,Japan,East Asia,Real Estate/PropTech,Real Estate/PropTech,Construction,"Polyuseinc. ...Polyuseis astartupcompany in the construction industry that advocates for ""coexisting construction with people and technology"" to support a sustainable infrastructure system. The company conducts research and development of 3D printing technology for construction and provides relat...",2019.0,23700000.0,$23.7M,,,Series B,Series B,,,,,,
S0704,SDP Japan,https://sdp-japan.com/,Tokyo,Japan,East Asia,Healthcare/Biotech,Healthcare/Biotech,Healthcare,SDP Japan General Information. Description. Operator of a medical equipment procurement platform intended for bed-based hospitals and bedless clinics.,2014.0,31000000.0,$31M,,,Series D,Series D,,,,,,
S0705,LinkMed Inc.,https://linkmed-inc.com/,Tokyo,Japan,East Asia,E-Commerce/Retail,E-Commerce/Retail,Fashion,"MORE Email ****@linkmed-inc.com. Location Tokyo, Japan Print Subscription Vogue Japan Format Digital & Print Publisher CondÃ© Nast Facebook Followers 555.5K ...",2022.0,300000000.0,$300m,,,,,,,,,,
S0706,Sukedachi,https://suke-dachi.jp/,Tokyo,Japan,East Asia,Media/Entertainment,Media/Entertainment,Marketing/AdTech,"Sukedachi- About thecompany Sukedachiis a series C company based in Tokyo(Japan), founded in 2017. It operates as a Recruitment solution provider for blue collar jobs.Sukedachihas raised $36.6M in funding from investors like KLab Venture Partners, Genesia Ventures and MPower Partners....",2017.0,36600000.0,$36.6M,,,Series C,Series C,,,,,,
S0707,CAGUUU,https://www.caguuu.co.jp/,Tokyo,Japan,East Asia,E-Commerce/Retail,E-Commerce/Retail,E-Commerce,CAGUUU General Information. Description. Operator of an online furniture and home goods platform designed to offer furnishings that enhance everyday living.,2024.0,16000000.0,$16M,,,Series B,Series B,,,,,,
S0708,Recho AI,https://www.recho.ai/,Tokyo,Japan,East Asia,AI/ML,AI/ML,AI,RECHO AIdevelops the next generation of smart sensors and full softwares platform enabling ultlow-power edge inference.,2024.0,2000000.0,$2m,,,Series A,Series A,,,,,,
S0709,JX Advanced Metals,https://nmm-jx-group.com/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware,Manufacturing,Corporate History of the JX Advanced Metals Corporation are introduced.,2000.0,3000000000.0,$3b,218100000000.0,$218.10B,IPO,Ipo,,,,,,
S0710,GOOPASS,https://goopass.co.jp/,Tokyo,Japan,East Asia,Fintech,Fintech,Payments/Fintech,"Information on valuation, funding, cap tables, investors, and executives for GOOPASS. Use the Pitch Book Platform to explore the full profile.Mar 27, 2023 ·This is the introduction page of our portfoliocompanyGOOPASS, Inc.. This is the website of NTT DOCOMO Ventures, the NTT Group's 'general contac....",2017.0,,,,,Series C,Series C,,,,,,
S0711,Arkedge space,https://arkedgespace.com/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware,Manufacturing,Ark Edge Space is a spaceflight company focusing on the development and operation of small satellites. The company manufactures Cube Sats and microsatellites ...,2018.0,74000000.0,$74M,,,Series B,Series B,,,,,,
S0712,SHONAI (Organic Rice Design),https://shonai.inc/,Tokyo,Japan,East Asia,Real Estate/PropTech,Real Estate/PropTech,Construction,"Contrary to alluvial soil, sand dunes in Shonaiare poor inorganicmatter and water-holding capacity, which makes them unsuitable for naturalricefarming.",2014.0,1300000.0,$1.3m,,,Series B,Series B,,,,,Lina Sakai,
S0713,ACROVE,https://acrove.co.jp/,Tokyo,Japan,East Asia,E-Commerce/Retail,E-Commerce/Retail,E-Commerce,"Information on valuation, funding, cap tables, investors, and executives for Acrove. Use the Pitch Book Platform to explore the full profile.ACROVEis an e-commerce platform that provides insights into customer behavior, market trends and competitor performance.ACROVEprovides support services for e-....",2018.0,4000000.0,$4m,,,Series B,Series B,40.0,40.0,11-50,40 employees,,
